Country or Area,Year,Sex,Age,Marital Status,Record Type,Reliability,Value
Mozambique,2007,Female,25 - 29,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",40974
Mozambique,2007,Female,25 - 29,Unknown,Census - de facto - complete tabulation,"Final figure, complete",4088
Mozambique,2007,Female,30 - 34,Total,Census - de facto - complete tabulation,"Final figure, complete",462968
Mozambique,2007,Female,30 - 34,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",20742
Mozambique,2007,Female,30 - 34,Married,Census - de facto - complete tabulation,"Final figure, complete",100417
Mozambique,2007,Female,30 - 34,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",284479
Mozambique,2007,Female,30 - 34,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",17043
Mozambique,2007,Female,30 - 34,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",37315
Mozambique,2007,Female,30 - 34,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2972
Mozambique,2007,Female,35 - 39,Total,Census - de facto - complete tabulation,"Final figure, complete",392469
Mozambique,2007,Female,35 - 39,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",14947
Mozambique,2007,Female,35 - 39,Married,Census - de facto - complete tabulation,"Final figure, complete",88030
Mozambique,2007,Female,35 - 39,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",232553
Mozambique,2007,Female,35 - 39,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",21665
Mozambique,2007,Female,35 - 39,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",32996
Mozambique,2007,Female,35 - 39,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2278
Mozambique,2007,Female,40 - 44,Total,Census - de facto - complete tabulation,"Final figure, complete",266949
Mozambique,2007,Female,40 - 44,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",10448
Mozambique,2007,Female,40 - 44,Married,Census - de facto - complete tabulation,"Final figure, complete",57078
Mozambique,2007,Female,40 - 44,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",146409
Mozambique,2007,Female,40 - 44,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",26318
Mozambique,2007,Female,40 - 44,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",24946
Mozambique,2007,Female,40 - 44,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1750
Mozambique,2007,Female,45 - 49,Total,Census - de facto - complete tabulation,"Final figure, complete",232832
Mozambique,2007,Female,45 - 49,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",8734
Mozambique,2007,Female,45 - 49,Married,Census - de facto - complete tabulation,"Final figure, complete",49195
Mozambique,2007,Female,45 - 49,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",117919
Mozambique,2007,Female,45 - 49,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",32997
Mozambique,2007,Female,45 - 49,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",22509
Mozambique,2007,Female,45 - 49,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1478
Mozambique,2007,Female,50 - 54,Total,Census - de facto - complete tabulation,"Final figure, complete",208200
Mozambique,2007,Female,50 - 54,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",8539
Mozambique,2007,Female,50 - 54,Married,Census - de facto - complete tabulation,"Final figure, complete",39856
Mozambique,2007,Female,50 - 54,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",88189
Mozambique,2007,Female,50 - 54,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",47562
Mozambique,2007,Female,50 - 54,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",21278
Mozambique,2007,Female,50 - 54,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2776
Mozambique,2007,Female,55 - 59,Total,Census - de facto - complete tabulation,"Final figure, complete",156519
Mozambique,2007,Female,55 - 59,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",6793
Mozambique,2007,Female,55 - 59,Married,Census - de facto - complete tabulation,"Final figure, complete",28109
Mozambique,2007,Female,55 - 59,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",57734
Mozambique,2007,Female,55 - 59,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",45767
Mozambique,2007,Female,55 - 59,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",15551
Mozambique,2007,Female,55 - 59,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2565
Mozambique,2007,Female,60 - 64,Total,Census - de facto - complete tabulation,"Final figure, complete",120844
Mozambique,2007,Female,60 - 64,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",6241
Mozambique,2007,Female,60 - 64,Married,Census - de facto - complete tabulation,"Final figure, complete",18078
Mozambique,2007,Female,60 - 64,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",35041
Mozambique,2007,Female,60 - 64,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",46570
Mozambique,2007,Female,60 - 64,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",11936
Mozambique,2007,Female,60 - 64,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2978
Mozambique,2007,Female,65 - 69,Total,Census - de facto - complete tabulation,"Final figure, complete",98174
Mozambique,2007,Female,65 - 69,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",4687
Mozambique,2007,Female,65 - 69,Married,Census - de facto - complete tabulation,"Final figure, complete",13242
Mozambique,2007,Female,65 - 69,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",24697
Mozambique,2007,Female,65 - 69,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",43961
Mozambique,2007,Female,65 - 69,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",8955
Mozambique,2007,Female,65 - 69,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2632
Mozambique,2007,Female,70 - 74,Total,Census - de facto - complete tabulation,"Final figure, complete",60613
Mozambique,2007,Female,70 - 74,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",3368
Mozambique,2007,Female,70 - 74,Married,Census - de facto - complete tabulation,"Final figure, complete",6270
Mozambique,2007,Female,70 - 74,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",11396
Mozambique,2007,Female,70 - 74,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",32533
Mozambique,2007,Female,70 - 74,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",4744
Mozambique,2007,Female,70 - 74,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2302
Mozambique,2007,Female,75 - 79,Total,Census - de facto - complete tabulation,"Final figure, complete",46198
Mozambique,2007,Female,75 - 79,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2460
Mozambique,2007,Female,75 - 79,Married,Census - de facto - complete tabulation,"Final figure, complete",3738
Mozambique,2007,Female,75 - 79,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",7583
Mozambique,2007,Female,75 - 79,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",27185
Mozambique,2007,Female,75 - 79,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",3347
Mozambique,2007,Female,75 - 79,Unknown,Census - de facto - complete tabulation,"Final figure, complete",1885
Mozambique,2007,Female,80 +,Total,Census - de facto - complete tabulation,"Final figure, complete",46202
Mozambique,2007,Female,80 +,Single (never married),Census - de facto - complete tabulation,"Final figure, complete",2795
Mozambique,2007,Female,80 +,Married,Census - de facto - complete tabulation,"Final figure, complete",2544
Mozambique,2007,Female,80 +,In consensual union,Census - de facto - complete tabulation,"Final figure, complete",5436
Mozambique,2007,Female,80 +,Widowed and not remarried,Census - de facto - complete tabulation,"Final figure, complete",29836
Mozambique,2007,Female,80 +,Divorced and not remarried,Census - de facto - complete tabulation,"Final figure, complete",2641
Mozambique,2007,Female,80 +,Unknown,Census - de facto - complete tabulation,"Final figure, complete",2950
Mozambique,1997,Male,14-Dec,Total,Census - de jure - complete tabulation,"Final figure, complete",561136
Mozambique,1997,Male,14-Dec,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",556961
Mozambique,1997,Male,14-Dec,Married,Census - de jure - complete tabulation,"Final figure, complete",845
Mozambique,1997,Male,14-Dec,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",2814
Mozambique,1997,Male,14-Dec,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",198
Mozambique,1997,Male,14-Dec,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",228
Mozambique,1997,Male,14-Dec,Unknown,Census - de jure - complete tabulation,"Final figure, complete",90
Mozambique,1997,Male,12 +,Total,Census - de jure - complete tabulation,"Final figure, complete",4469321
Mozambique,1997,Male,12 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1706156
Mozambique,1997,Male,12 +,Married,Census - de jure - complete tabulation,"Final figure, complete",690467
Mozambique,1997,Male,12 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",1873378
Mozambique,1997,Male,12 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",56792
Mozambique,1997,Male,12 +,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",86401
Mozambique,1997,Male,12 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",56127
Mozambique,1997,Male,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",774327
Mozambique,1997,Male,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",685040
Mozambique,1997,Male,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",9448
Mozambique,1997,Male,15 - 19,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",62267
Mozambique,1997,Male,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",556
Mozambique,1997,Male,15 - 19,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3054
Mozambique,1997,Male,15 - 19,Unknown,Census - de jure - complete tabulation,"Final figure, complete",13962
Mozambique,1997,Male,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",637113
Mozambique,1997,Male,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",267689
Mozambique,1997,Male,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",63028
Mozambique,1997,Male,20 - 24,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",270498
Mozambique,1997,Male,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1347
Mozambique,1997,Male,20 - 24,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",9794
Mozambique,1997,Male,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",24757
Mozambique,1997,Male,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",509109
Mozambique,1997,Male,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",92599
Mozambique,1997,Male,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",87004
Mozambique,1997,Male,25 - 29,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",311000
Mozambique,1997,Male,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",1867
Mozambique,1997,Male,25 - 29,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",11192
Mozambique,1997,Male,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",5447
Mozambique,1997,Male,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",410148
Mozambique,1997,Male,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",37160
Mozambique,1997,Male,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",84943
Mozambique,1997,Male,30 - 34,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",272291
Mozambique,1997,Male,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2340
Mozambique,1997,Male,30 - 34,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",10306
Mozambique,1997,Male,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",3108
Mozambique,1997,Male,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",373813
Mozambique,1997,Male,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",23377
Mozambique,1997,Male,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",84377
Mozambique,1997,Male,35 - 39,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",250075
Mozambique,1997,Male,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",3000
Mozambique,1997,Male,35 - 39,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",10565
Mozambique,1997,Male,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2419
Mozambique,1997,Male,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",270046
Mozambique,1997,Male,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",12261
Mozambique,1997,Male,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",71244
Mozambique,1997,Male,40 - 44,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",172666
Mozambique,1997,Male,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",3718
Mozambique,1997,Male,40 - 44,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",8624
Mozambique,1997,Male,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1533
Mozambique,1997,Male,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",257070
Mozambique,1997,Male,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",9302
Mozambique,1997,Male,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",74710
Mozambique,1997,Male,45 - 49,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",158533
Mozambique,1997,Male,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",5080
Mozambique,1997,Male,45 - 49,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",8339
Mozambique,1997,Male,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1106
Mozambique,1997,Male,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",178902
Mozambique,1997,Male,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",5869
Mozambique,1997,Male,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",56414
Mozambique,1997,Male,50 - 54,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",104366
Mozambique,1997,Male,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",5361
Mozambique,1997,Male,50 - 54,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",6039
Mozambique,1997,Male,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",853
Mozambique,1997,Male,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",162122
Mozambique,1997,Male,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",4776
Mozambique,1997,Male,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",53047
Mozambique,1997,Male,55 - 59,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",91943
Mozambique,1997,Male,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6134
Mozambique,1997,Male,55 - 59,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",5554
Mozambique,1997,Male,55 - 59,Unknown,Census - de jure - complete tabulation,"Final figure, complete",668
Mozambique,1997,Male,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",114335
Mozambique,1997,Male,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",3715
Mozambique,1997,Male,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",38128
Mozambique,1997,Male,60 - 64,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",61272
Mozambique,1997,Male,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6528
Mozambique,1997,Male,60 - 64,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",4109
Mozambique,1997,Male,60 - 64,Unknown,Census - de jure - complete tabulation,"Final figure, complete",583
Mozambique,1997,Male,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",100425
Mozambique,1997,Male,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",3038
Mozambique,1997,Male,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",32345
Mozambique,1997,Male,65 - 69,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",53744
Mozambique,1997,Male,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6927
Mozambique,1997,Male,65 - 69,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",3853
Mozambique,1997,Male,65 - 69,Unknown,Census - de jure - complete tabulation,"Final figure, complete",518
Mozambique,1997,Male,70 - 74,Total,Census - de jure - complete tabulation,"Final figure, complete",47407
Mozambique,1997,Male,70 - 74,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1636
Mozambique,1997,Male,70 - 74,Married,Census - de jure - complete tabulation,"Final figure, complete",14883
Mozambique,1997,Male,70 - 74,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",24206
Mozambique,1997,Male,70 - 74,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",4449
Mozambique,1997,Male,70 - 74,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1873
Mozambique,1997,Male,70 - 74,Unknown,Census - de jure - complete tabulation,"Final figure, complete",360
Mozambique,1997,Male,75 - 79,Total,Census - de jure - complete tabulation,"Final figure, complete",41529
Mozambique,1997,Male,75 - 79,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1460
Mozambique,1997,Male,75 - 79,Married,Census - de jure - complete tabulation,"Final figure, complete",11863
Mozambique,1997,Male,75 - 79,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",21606
Mozambique,1997,Male,75 - 79,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",4653
Mozambique,1997,Male,75 - 79,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1648
Mozambique,1997,Male,75 - 79,Unknown,Census - de jure - complete tabulation,"Final figure, complete",299
Mozambique,1997,Male,80 +,Total,Census - de jure - complete tabulation,"Final figure, complete",31839
Mozambique,1997,Male,80 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1273
Mozambique,1997,Male,80 +,Married,Census - de jure - complete tabulation,"Final figure, complete",8188
Mozambique,1997,Male,80 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",16097
Mozambique,1997,Male,80 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",4634
Mozambique,1997,Male,80 +,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1223
Mozambique,1997,Male,80 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",424
Mozambique,1997,Female,14-Dec,Total,Census - de jure - complete tabulation,"Final figure, complete",510200
Mozambique,1997,Female,14-Dec,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",481462
Mozambique,1997,Female,14-Dec,Married,Census - de jure - complete tabulation,"Final figure, complete",3905
Mozambique,1997,Female,14-Dec,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",22863
Mozambique,1997,Female,14-Dec,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",365
Mozambique,1997,Female,14-Dec,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",1551
Mozambique,1997,Female,14-Dec,Unknown,Census - de jure - complete tabulation,"Final figure, complete",54
Mozambique,1997,Female,12 +,Total,Census - de jure - complete tabulation,"Final figure, complete",5087132
Mozambique,1997,Female,12 +,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",1303229
Mozambique,1997,Female,12 +,Married,Census - de jure - complete tabulation,"Final figure, complete",756009
Mozambique,1997,Female,12 +,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",2295117
Mozambique,1997,Female,12 +,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",400175
Mozambique,1997,Female,12 +,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",288669
Mozambique,1997,Female,12 +,Unknown,Census - de jure - complete tabulation,"Final figure, complete",43933
Mozambique,1997,Female,15 - 19,Total,Census - de jure - complete tabulation,"Final figure, complete",854078
Mozambique,1997,Female,15 - 19,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",464661
Mozambique,1997,Female,15 - 19,Married,Census - de jure - complete tabulation,"Final figure, complete",57123
Mozambique,1997,Female,15 - 19,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",303965
Mozambique,1997,Female,15 - 19,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",2397
Mozambique,1997,Female,15 - 19,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",19975
Mozambique,1997,Female,15 - 19,Unknown,Census - de jure - complete tabulation,"Final figure, complete",5957
Mozambique,1997,Female,20 - 24,Total,Census - de jure - complete tabulation,"Final figure, complete",827614
Mozambique,1997,Female,20 - 24,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",144129
Mozambique,1997,Female,20 - 24,Married,Census - de jure - complete tabulation,"Final figure, complete",124152
Mozambique,1997,Female,20 - 24,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",495583
Mozambique,1997,Female,20 - 24,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",6374
Mozambique,1997,Female,20 - 24,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",45173
Mozambique,1997,Female,20 - 24,Unknown,Census - de jure - complete tabulation,"Final figure, complete",12203
Mozambique,1997,Female,25 - 29,Total,Census - de jure - complete tabulation,"Final figure, complete",654465
Mozambique,1997,Female,25 - 29,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",63338
Mozambique,1997,Female,25 - 29,Married,Census - de jure - complete tabulation,"Final figure, complete",119178
Mozambique,1997,Female,25 - 29,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",415894
Mozambique,1997,Female,25 - 29,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",10506
Mozambique,1997,Female,25 - 29,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",41580
Mozambique,1997,Female,25 - 29,Unknown,Census - de jure - complete tabulation,"Final figure, complete",3969
Mozambique,1997,Female,30 - 34,Total,Census - de jure - complete tabulation,"Final figure, complete",477562
Mozambique,1997,Female,30 - 34,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",35586
Mozambique,1997,Female,30 - 34,Married,Census - de jure - complete tabulation,"Final figure, complete",95201
Mozambique,1997,Female,30 - 34,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",294877
Mozambique,1997,Female,30 - 34,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",14876
Mozambique,1997,Female,30 - 34,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",34210
Mozambique,1997,Female,30 - 34,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2812
Mozambique,1997,Female,35 - 39,Total,Census - de jure - complete tabulation,"Final figure, complete",428395
Mozambique,1997,Female,35 - 39,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",27363
Mozambique,1997,Female,35 - 39,Married,Census - de jure - complete tabulation,"Final figure, complete",93974
Mozambique,1997,Female,35 - 39,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",249333
Mozambique,1997,Female,35 - 39,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",22117
Mozambique,1997,Female,35 - 39,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",33383
Mozambique,1997,Female,35 - 39,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2225
Mozambique,1997,Female,40 - 44,Total,Census - de jure - complete tabulation,"Final figure, complete",303147
Mozambique,1997,Female,40 - 44,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",18055
Mozambique,1997,Female,40 - 44,Married,Census - de jure - complete tabulation,"Final figure, complete",72181
Mozambique,1997,Female,40 - 44,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",156633
Mozambique,1997,Female,40 - 44,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",29211
Mozambique,1997,Female,40 - 44,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",25359
Mozambique,1997,Female,40 - 44,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1708
Mozambique,1997,Female,45 - 49,Total,Census - de jure - complete tabulation,"Final figure, complete",282098
Mozambique,1997,Female,45 - 49,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",17068
Mozambique,1997,Female,45 - 49,Married,Census - de jure - complete tabulation,"Final figure, complete",66175
Mozambique,1997,Female,45 - 49,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",131782
Mozambique,1997,Female,45 - 49,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",40652
Mozambique,1997,Female,45 - 49,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",25066
Mozambique,1997,Female,45 - 49,Unknown,Census - de jure - complete tabulation,"Final figure, complete",1355
Mozambique,1997,Female,50 - 54,Total,Census - de jure - complete tabulation,"Final figure, complete",212060
Mozambique,1997,Female,50 - 54,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",13479
Mozambique,1997,Female,50 - 54,Married,Census - de jure - complete tabulation,"Final figure, complete",45113
Mozambique,1997,Female,50 - 54,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",83778
Mozambique,1997,Female,50 - 54,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",48410
Mozambique,1997,Female,50 - 54,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",19217
Mozambique,1997,Female,50 - 54,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2063
Mozambique,1997,Female,55 - 59,Total,Census - de jure - complete tabulation,"Final figure, complete",174234
Mozambique,1997,Female,55 - 59,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",11051
Mozambique,1997,Female,55 - 59,Married,Census - de jure - complete tabulation,"Final figure, complete",34566
Mozambique,1997,Female,55 - 59,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",60074
Mozambique,1997,Female,55 - 59,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",50792
Mozambique,1997,Female,55 - 59,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",15609
Mozambique,1997,Female,55 - 59,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2142
Mozambique,1997,Female,60 - 64,Total,Census - de jure - complete tabulation,"Final figure, complete",125096
Mozambique,1997,Female,60 - 64,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",9047
Mozambique,1997,Female,60 - 64,Married,Census - de jure - complete tabulation,"Final figure, complete",20578
Mozambique,1997,Female,60 - 64,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",34237
Mozambique,1997,Female,60 - 64,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",48271
Mozambique,1997,Female,60 - 64,Divorced or separated,Census - de jure - complete tabulation,"Final figure, complete",10686
Mozambique,1997,Female,60 - 64,Unknown,Census - de jure - complete tabulation,"Final figure, complete",2277
Mozambique,1997,Female,65 - 69,Total,Census - de jure - complete tabulation,"Final figure, complete",109288
Mozambique,1997,Female,65 - 69,Single (never married),Census - de jure - complete tabulation,"Final figure, complete",7982
Mozambique,1997,Female,65 - 69,Married,Census - de jure - complete tabulation,"Final figure, complete",14116
Mozambique,1997,Female,65 - 69,In consensual union,Census - de jure - complete tabulation,"Final figure, complete",25860
Mozambique,1997,Female,65 - 69,Widowed and not remarried,Census - de jure - complete tabulation,"Final figure, complete",49889
